user_id,primaryTitle,rating
4,Brainscan,6.7
4,Trinity Is Still My Name,7.0
4,The Brood,6.7
4,Transformers,7.6
4,The Outpost,4.9
4,Transformers: Age of Extinction,7.3
5,OMG: Oh My God!,5.2
5,The Fast and the Furious,6.9
5,Shamshera,6.2
5,Midway,5.0
5,The Last Thing He Wanted,5.5
5,Leaving Las Vegas,8.8
5,The Young and the Damned,7.4
5,Filth,8.2
5,Laurence Anyways,8.6
5,The Breakfast Club,8.3
5,Screamers,7.8
5,Stowaway,9.2
5,Scanners,6.4
5,The Sound of Music,8.4
5,Barbara,8.4
5,Errementari,6.4
5,Child's Play,6.6
5,Scoob!,7.7
5,Tetro,6.6
5,Asteroid City,7.1
5,The Professor,6.6
5,Be Kind Rewind,6.8
5,Bugsy Malone,6.9
5,Upstream Color,7.3
5,No Exit,2.9
5,Mirror Game,4.6
5,Never Say Never Again,6.5
5,The Concert,8.3
5,Harold and Maude,6.3
5,The Night Comes for Us,7.8
5,Shehzada,7.2
5,Captain Blood,5.6
5,Chaos,7.3
5,Hellraiser,6.9
5,Thirteen Days,7.1
6,Olympus Has Fallen,5.5
6,Dragonfly,8.5
6,Space Jam,6.6
6,An Officer and a Gentleman,7.1
6,Session 9,9.3
6,Love Again,6.8
6,Dr. No,9.0
6,Anatomy,7.9
6,Fantasia 2000,4.3
6,The Wave,5.1
6,Barbershop: The Next Cut,8.5
6,What Women Want,8.3
6,The Campaign,8.3
6,Junior,8.2
6,Premium Rush,6.6
6,Drive,6.5
6,Killshot,7.0
6,Ghosts of Girlfriends Past,8.7
6,The Negotiator,7.2
6,Yankee Doodle Dandy,5.8
6,Bait,8.1
6,Stepmom,8.2
6,Miss Sloane,4.5
6,The Mask of Zorro,7.3
6,Wyatt Earp,7.4
6,Laws of Attraction,8.2
6,Eternal Sunshine of the Spotless Mind,7.0
6,Udta Punjab,8.2
6,D3: The Mighty Ducks,6.4
6,Flatliners,7.2
6,Waves,6.8
6,Zombeavers,8.2
7,Grudge Match,7.3
7,Blink Twice,7.3
7,365 Days: This Day,6.2
7,Dead Snow,5.3
7,A Nightmare on Elm Street,6.2
7,Hamlet 2,6.8
7,Martin,6.0
7,Skyscraper,7.6
7,The Postman Always Rings Twice,7.8
7,Chaplin,7.6
7,Courageous,5.3
7,Ambulance,8.5
7,Some Kind of Beautiful,3.6
7,Iron Man,7.8
7,Frozen River,8.6
7,The Human Centipede (First Sequence),5.8
7,The Kid,7.2
7,Scarface,6.7
7,Holiday Inn,8.2
7,A Shot in the Dark,7.9
7,Miss Pettigrew Lives for a Day,5.4
7,J. Edgar,6.2
7,Cargo,5.9
7,Weekend at Bernie's,8.7
7,Back to School,6.9
7,Fire in the Sky,3.8
8,Run,8.3
8,Unicorn Store,7.2
8,The Stranger,7.3
8,Mask,8.1
8,The Matrix Resurrections,9.0
8,Old Henry,8.7
8,Valentine's Day,6.9
8,Alice in the Cities,8.0
8,Hero,5.8
8,Night Swim,9.3
8,Kate & Leopold,8.3
8,Ayla: The Daughter of War,4.9
8,Anonymous,7.0
8,Spider-Man: No Way Home,9.1
8,13 Tzameti,6.4
8,Dangerous Minds,6.8
8,A Bridge Too Far,4.4
8,Primeval,7.8
8,The Killer,7.3
8,The Score,7.9
8,Oxygen,5.3
8,The Burning,8.3
8,Toy Story 4,6.3
8,Out of Africa,6.3
8,Steel,8.0
8,Æon Flux,7.8
8,Everybody Knows,6.9
8,The Foster Brothers,5.9
8,The Twilight Saga: Breaking Dawn - Part 1,7.1
9,Duplex,5.9
9,Jaane Bhi Do Yaaro,6.7
9,Mission: Impossible II,5.6
9,The End of the Tour,7.2
9,All About My Mother,5.1
9,Sarpatta Parambarai,8.1
9,Tristram Shandy,7.4
9,Basket Case,5.6
9,Below Zero,6.8
9,The Lion King,6.9
9,The Sea of Trees,8.3
9,Rabbit Without Ears,7.9
9,Fifty Shades Freed,7.6
9,The Haunting in Connecticut,6.2
9,Titus,6.9
9,Killing the Shadows,7.4
9,Thunderball,5.7
9,Pyaar Ka Punchnama 2,9.1
9,Another Woman,7.9
9,What Ever Happened to Baby Jane?,6.3
9,Annie,7.8
9,The Mission,5.2
9,The Bourne Supremacy,8.0
9,The Girl with the Red Scarf,8.4
9,Lemonade,6.2
9,The Caine Mutiny,7.5
9,"Sorry, Wrong Number",8.0
9,Chinatown,6.2
9,Blue Beetle,4.1
9,Margin Call,6.5
9,21 & Over,6.5
9,Space Cowboys,5.5
9,Three Kings,4.8
9,Happy Death Day,8.2
9,Elite Squad,7.3
9,Pride and Glory,7.7
9,Trespass,7.0
9,Torn Curtain,8.7
9,Rubber,7.8
9,Room in Rome,8.8
9,The Swimmers,9.2
9,Taking Woodstock,6.1
9,The Karate Kid Part II,7.9
9,Fragile,9.0
9,The Whole Truth,8.3
9,Can't Buy Me Love,8.1
9,Limitless,7.2
9,Serving Sara,8.3
9,The Visitors,6.0
9,Purple Noon,6.6
10,When Harry Met Sally...,5.2
10,My King,5.1
10,22 Bullets,5.3
10,Blade Runner 2049,5.2
10,Beowulf & Grendel,4.0
10,The Shining,5.6
10,Live by Night,5.6
10,Troy,7.1
10,RoboCop,6.0
10,Amar Singh Chamkila,5.7
10,Soul Kitchen,5.3
10,Mohabbatein,6.6
10,3096 Tage,5.5
10,Prospect,5.8
10,Poker Face,5.3
10,Land of the Dead,6.1
10,Nyad,5.2
10,99 Francs,4.6
10,Spider-Man 3,8.8
10,The Punisher,5.4
10,Pootie Tang,8.2
10,Nixon,6.4
10,Monte Carlo,6.3
10,Oliver & Company,8.1
10,X-Men,7.9
10,Mr. Bean's Holiday,6.5
10,All the Pretty Horses,2.5
10,The Riot Club,5.2
10,The Painted Veil,4.7
10,Gold,9.7
10,Frantz,5.0
10,What's in a Name?,6.1
10,Udta Punjab,6.9
10,Terror Train,7.9
10,Singh Is King,7.2
10,The Ice Road,5.3
10,Max Payne,5.9
10,Stand by Me,3.9
10,The Parallax View,5.6
10,Young Guns II,4.9
10,The Tailor of Panama,5.2
10,Serpico,4.7
11,Revanche,8.0
11,Ghosts of Girlfriends Past,7.9
11,Cold Pursuit,10.0
11,Broken Embraces,4.6
11,Dumbo,6.9
11,The Incredible Shrinking Man,7.6
11,A Business Proposal,8.3
11,Addicted to Love,5.6
11,Hard Target,8.2
11,Highlander,6.1
11,Inside,6.4
11,Bridget Jones: Mad About the Boy,6.7
11,Julie & Julia,5.4
11,The Monster,7.2
11,Chennai Express,6.9
11,Two Lovers,8.5
11,Collateral Damage,6.0
11,Open Season 2,6.4
11,The Alpinist,6.9
11,Silver Streak,8.0
11,DragonHeart,7.4
11,A Classic Horror Story,4.7
11,Spaceman,5.9
11,The Ides of March,7.3
11,The Princess and the Frog,7.5
11,Annapolis,7.2
11,The Girl with the Dragon Tattoo,5.3
11,Four Christmases,5.8
11,The Bubble,7.1
11,The Lucky One,5.6
11,Perfect Strangers,5.6
11,Thunderball,6.6
11,Ali,6.8
11,Sholay,6.7
11,Mass,6.7
11,The Mask,7.6
11,Planet 51,6.5
11,Krrish 3,6.7
11,Blood Diamond,8.3
12,The Football Factory,6.4
12,The Naked City,6.4
12,Romeo Must Die,8.1
12,The Apartment,5.0
12,Flawless,6.9
12,Incantation,7.4
12,Two Days in Paris,4.7
12,An Ideal Husband,5.2
12,Women Talking,5.7
12,The Men Who Stare at Goats,6.6
12,The Entity,5.4
12,The Day of the Beast,6.4
12,The Danish Girl,6.5
12,Dragon Ball Z: Battle of Gods,7.8
12,Would You Rather,7.2
12,Love Exposure,8.0
12,The Lord of the Rings: The Two Towers,6.2
12,Once Upon a Time in the West,7.6
12,Beyond a Reasonable Doubt,8.5
12,Stagecoach,6.3
12,War Room,8.7
12,Star Trek: Nemesis,6.9
12,CJ7,4.8
12,Blue Crush,4.1
12,Suspiria,8.1
12,The Lighthouse,7.1
12,Dilwale Dulhania Le Jayenge,6.2
12,The American President,5.1
12,Groundhog Day,7.8
12,Tamasha,6.4
12,Terrifier 3,8.1
12,The Karate Kid Part II,4.3
12,Rear Window,7.6
12,Keeping the Faith,4.5
12,Broadway Danny Rose,8.5
12,Devil's Due,8.7
12,Last Looks,6.0
12,Takers,7.3
12,Goosebumps,6.7
12,Duplicity,6.0
12,The Guardians,6.7
12,Mission Majnu,9.4
12,White Hunter Black Heart,5.9
12,Ghost Town,8.0
12,Made,7.8
12,Indecent Proposal,5.0
12,Love Today,4.3
12,Jigarthanda,8.0
12,Cell,8.3
12,You're Not You,7.5
13,Brat 2,5.0
13,The Second Best Exotic Marigold Hotel,7.8
13,L'Atalante,8.7
13,Life Is Beautiful,7.2
13,The Golden Glove,7.0
13,Romeo and Juliet,8.5
13,To Live,5.3
13,Good Time,6.4
13,National Treasure: Book of Secrets,6.1
13,Mission: Impossible - Ghost Protocol,5.7
13,The Cable Guy,7.3
13,The Man Who Would Be King,5.0
13,Notting Hill,8.8
13,Ugly,8.8
13,The Meg,6.6
13,Calvaire,8.3
13,Fire in the Sky,6.7
13,It's a Mad Mad Mad Mad World,6.0
13,Khuda Haafiz: Chapter 2 - Agni Pariksha,5.9
13,Sipahi,7.9
13,Point of No Return,5.8
14,How to Lose Friends & Alienate People,5.2
14,Breakfast on Pluto,3.8
14,Hamlet 2,7.2
14,Empire of Light,4.4
14,Soapdish,7.5
14,The Pelican Brief,7.4
14,National Lampoon's Christmas Vacation,7.0
14,Vantage Point,7.1
14,The Bourne Legacy,8.1
14,Girls Trip,5.5
14,Resolution,6.7
14,A Place in the Sun,5.0
14,Their Finest,5.0
14,Night Moves,6.3
14,Upgrade,7.9
14,Rocketman,5.9
14,The History Boys,3.4
14,Rumble in the Bronx,8.0
14,Rust Creek,7.0
14,American Ultra,6.3
14,The Occupant,5.1
14,Sunshine,7.1
14,The Flight of the Phoenix,4.9
14,The Princess Switch,4.0
14,Stone,6.3
14,Cassandra's Dream,7.6
15,Jackie Brown,8.3
15,Now and Then,7.4
15,Code 8,7.8
15,"Paris, Je T'aime",7.4
15,Morning Glory,7.5
15,Love,8.5
15,Starred Up,8.9
15,The Black Dahlia,5.6
15,Django Unchained,5.4
15,The Hand That Rocks the Cradle,7.9
15,The Beekeeper,6.3
15,The Night Listener,5.9
15,Family Switch,7.2
15,Predator,5.7
15,Primal Fear,5.5
15,St. Trinian's,8.9
15,The Farewell,6.9
15,Cure,3.6
15,Vavien,6.9
15,The Pinchcliffe Grand Prix,8.5
15,The Outrun,7.1
15,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",7.7
15,Radio,6.4
15,Dunkirk,8.1
15,Ip Man 4: The Finale,7.7
15,Operation Fortune: Ruse de Guerre,6.4
15,99 Homes,8.1
15,Caddyshack,10.0
15,Chicago,7.8
15,City of Lies,7.9
15,Seeking Justice,6.8
15,Anacondas: The Hunt for the Blood Orchid,6.3
15,Bean,6.9
15,The Photographer of Mauthausen,8.4
15,Trouble with the Curve,7.7
15,The Divergent Series: Insurgent,8.3
15,The Last Temptation of Christ,8.5
15,The Happening,8.4
15,License to Wed,5.4
15,Naked Gun 33 1/3: The Final Insult,5.4
15,Erik the Viking,8.8
15,Gorky Park,7.1
16,Ring 2,6.2
16,Scream,8.7
16,Da 5 Bloods,7.1
16,Summer Catch,8.1
16,Date Night,7.7
16,Sand Castle,2.9
16,The Black Stallion,5.7
16,42,7.9
16,Versus,4.6
16,Focus,8.1
16,The Ritual,6.0
16,The Matrix Revolutions,4.5
16,You Can Count on Me,6.3
16,Bad Girls,5.0
16,Lust Stories,8.0
16,Star Trek: The Motion Picture,6.5
16,Cul-de-sac,6.2
16,The Poughkeepsie Tapes,8.0
16,The Silencing,5.5
16,Hallam Foe,7.1
16,Die Hard 2,5.2
16,The Belko Experiment,6.1
16,Home Team,6.6
16,Chhalaang,7.3
16,The Boys from Brazil,6.8
16,Crooked House,5.7
16,Rememory,7.7
17,The Man,5.9
17,Hero,6.6
17,The Ice Age Adventures of Buck Wild,5.0
17,Tristram Shandy,9.3
17,Like Someone in Love,7.8
17,All Hallows' Eve,7.3
17,Escape from Pretoria,7.0
17,A Complete Unknown,5.9
17,Diary of a Wimpy Kid,8.5
17,Miracle in Cell No. 7,7.8
17,The Red Turtle,5.6
17,Host,6.8
17,True Lies,8.4
17,Romeo + Juliet,6.6
17,Triumph of the Will,8.8
17,On the Line,7.4
17,Garam Masala,7.0
17,Laxmii,6.9
17,Creed III,5.2
17,Almost Heroes,8.0
17,Us,6.6
17,The Parent Trap,8.1
17,Thunivu,8.4
17,The Fog,7.0
17,The Upside of Anger,8.8
17,House of Games,7.1
17,Harriet,6.8
17,The Masque of the Red Death,7.2
17,The Three Musketeers,5.3
17,1492: Conquest of Paradise,7.0
17,Scary Movie 4,5.7
17,The Freshman,7.4
17,Beyond the Black Rainbow,8.5
17,Armour of God,7.6
17,Memoir of a Snail,3.2
17,The Return,7.7
17,Autumn Sonata,6.6
17,Wolf Man,7.4
17,We Can Be Heroes,5.3
17,Whiplash,4.8
17,Solo: A Star Wars Story,9.7
17,Wicked,7.5
17,Mr. Holmes,7.7
17,Love,7.1
17,The Poughkeepsie Tapes,6.7
17,In Time,9.0
18,Collateral Beauty,5.3
18,Fun Size,9.4
18,Great Expectations,4.8
18,Jason Bourne,7.0
18,Billy Madison,6.7
18,Shin Godzilla,5.7
18,Highway,4.7
18,Watcher,7.0
18,Foreign Correspondent,4.8
18,Universal Soldier: Day of Reckoning,8.7
18,Shutter,7.2
18,Domestic Disturbance,10.0
18,Mrs. Brown,5.8
18,The Lost Daughter,3.8
18,Charlie St. Cloud,4.7
18,Pete's Dragon,7.8
18,Deathtrap,6.9
18,Repulsion,5.6
18,Pom Poko,5.2
18,John Wick: Chapter 2,7.7
18,Reservoir Dogs,8.0
18,No One Lives,7.8
18,The Perfect Date,7.0
18,Hitman: Agent 47,5.9
18,Dobermann,7.6
18,Midnight in Paris,6.7
18,The Canal,6.4
18,House,9.0
18,Wish I Was Here,6.6
18,High and Low,3.8
18,Gunpowder Milkshake,6.6
18,Sneakers,5.9
18,El Conde,8.1
18,Captain America: The First Avenger,8.2
18,Armageddon Time,2.1
18,The Girl Who Played with Fire,7.4
19,Queen,5.8
19,The Tale of The Princess Kaguya,5.6
19,Sarkar,4.9
19,The Bourne Legacy,9.8
19,Friday the 13th Part 2,5.3
19,Bad News Bears,7.9
19,The Adam Project,7.8
19,The Curse of La Llorona,6.4
19,Hypnotic,5.7
19,Germany Year Zero,4.0
19,A Most Violent Year,2.4
19,Candyman,8.3
19,Gothika,6.7
19,Garam Masala,5.1
19,Hatchet,8.5
19,"Good Night, and Good Luck.",5.4
19,Le cercle rouge,4.2
19,And So It Goes,5.8
19,The Hills Have Eyes,6.2
19,Matador,4.9
19,G.I. Joe: Retaliation,7.7
19,The Signal,7.0
19,We Have a Pope,6.0
19,Honest Thief,5.8
19,Full Metal Jacket,3.8
19,Bagdad Cafe,5.4
19,Death Note,5.3
19,The Women,5.4
19,Rachel Getting Married,6.1
19,Hall Pass,4.4
19,Assassins,9.1
19,The High Note,5.1
19,Tanu Weds Manu Returns,5.8
19,Raw Deal,6.8
19,Serenity,7.7
19,Contact,4.9
19,House of 1000 Corpses,6.4
19,Thalapathi,6.9
19,Hard Kill,9.1
19,The Devil's Backbone,5.8
19,Ben-Hur,6.6
19,The Autopsy of Jane Doe,7.2
20,Dark Waters,8.4
20,Swingers,6.8
20,Barnyard,8.1
20,Balloon,5.1
20,Coming to America,8.2
20,Apocalypse Z: The Beginning of the End,7.2
20,Punisher: War Zone,5.9
20,The Iron Lady,5.8
20,Bait,5.8
20,The Ref,7.3
20,The Baytown Outlaws,7.1
20,Winchester '73,8.1
20,We Can Be Heroes,7.1
20,Ford v Ferrari,5.9
20,Rampage,6.2
20,The Cotton Club,7.4
20,Night Swim,7.7
20,God's Crooked Lines,8.7
20,The Cooler,5.7
20,Baghead,6.9
20,All Eyez on Me,8.4
20,The SpongeBob SquarePants Movie,7.0
20,The Babysitter: Killer Queen,6.6
20,Final Fantasy VII: Advent Children,8.4
20,"I, Robot",7.8
20,Unlawful Entry,9.5
20,Fly Me to the Moon,8.4
20,Cold Prey,5.1
20,Chronicle,6.4
20,Bachchhan Paandey,6.5
20,Carandiru,6.4
20,Mindhunters,7.4
20,Phantom of the Paradise,8.5
21,Swades,7.7
21,Short Cuts,8.7
21,Twelve O'Clock High,6.6
21,La La Land,6.6
21,Confessions of a Dangerous Mind,6.2
21,Burnt Offerings,6.4
21,The Dark Knight Rises,7.2
21,Rye Lane,7.0
21,Ingrid Goes West,6.7
21,The Danish Girl,6.3
21,Gemini Man,6.5
21,What the Health,6.9
21,Little Boy,6.2
21,The Two Popes,7.5
21,Young Guns,8.9
21,Everest,6.4
21,Austin Powers in Goldmember,7.5
21,Yesterday,6.4
21,Let the Right One In,8.4
21,Assault on Wall Street,5.7
21,Tron: Legacy,6.9
21,Get on Up,5.0
21,Who Am I,7.1
21,The Abyss,9.8
21,Frank,6.0
21,The Vault,9.2
22,Big,9.2
22,Super Troopers,7.2
22,Anand,8.2
22,Bagdad Cafe,7.6
22,To Strike,5.9
22,This Is 40,6.7
22,"Confess, Fletch",8.1
22,It's All Gone Pete Tong,10.0
22,Akhanda,3.5
22,The House with a Clock in Its Walls,8.6
22,Hardcore Henry,4.7
22,Steve Jobs,9.5
22,The Little Rascals,6.1
22,"Angus, Thongs and Perfect Snogging",7.3
22,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",7.4
22,Dragon,2.9
22,Ambulance,3.1
22,The Great Outdoors,7.5
22,Ponyo,7.3
22,Kill Command,6.3
22,We Are Marshall,7.3
22,Screamers,6.2
22,Vikram,6.4
22,Fat Girl,6.4
22,Monkey Shines,8.2
22,Men & Chicken,6.8
22,The Promotion,8.0
22,The War of the Worlds,5.3
23,Band of Outsiders,6.2
23,Mickey Blue Eyes,5.5
23,Spenser Confidential,6.0
23,The Gorge,8.6
23,Stay Tuned,8.1
23,The Hunger Games: Mockingjay - Part 1,9.1
23,Cujo,7.5
23,Intrusion,8.1
23,Around the World in 80 Days,6.4
23,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.5
23,Anbe Sivam,6.8
23,Fateh,8.7
23,The Courier,6.4
23,Glory Road,3.6
23,George of the Jungle,7.3
23,War Machine,7.7
23,The Twilight Saga: Eclipse,6.8
23,Talk Radio,5.3
23,Sleepless in Seattle,7.5
23,Dawn of the Dead,7.8
23,Stalag 17,7.0
23,Gosford Park,4.2
23,Overlord,9.0
24,American Assassin,6.5
24,Birthday Girl,8.1
24,The Crying Game,6.8
24,Unicorn Store,5.1
24,Minority Report,5.4
24,Fighting with My Family,4.1
24,Mujhse Shaadi Karogi,9.3
24,Swing Time,4.8
24,White Men Can't Jump,7.9
24,Accident Man,6.3
24,High Crimes,5.9
24,Mrs. Henderson Presents,6.9
24,Rocky II,4.8
24,Zombeavers,6.7
24,Body Double,6.5
24,Carandiru,6.0
24,Man with a Movie Camera,6.5
24,In the Mood for Love,6.9
24,Black Bear,6.2
24,The Wicker Man,7.5
24,The Town That Dreaded Sundown,7.9
24,Beyond the Hills,6.8
24,Tubelight,7.9
24,Death Note,7.0
24,The Prodigy,7.5
24,2001 Maniacs,7.8
24,The Good Neighbor,7.5
24,Kramer vs. Kramer,5.4
24,Armageddon,6.7
25,Kinky Boots,7.7
25,Delicatessen,6.3
25,Congo,7.0
25,Spy Hard,9.8
25,Buena Vista Social Club,8.5
25,I Saw the Devil,8.1
25,White Oleander,6.5
25,The Scorpion King,5.9
25,Life Is a Miracle,6.6
25,Code Name: K.O.Z.,6.2
25,A Haunted House,4.5
25,Cocktail,6.2
25,Intermission,6.6
25,Witness,7.5
25,Valkyrie,8.1
25,The 12th Man,5.4
25,Gran Torino,5.9
25,Dog,5.8
25,IO,7.8
25,Mars Needs Moms,8.5
25,Taxi Driver,7.9
25,Bill & Ted's Bogus Journey,3.8
25,iBoy,5.6
25,The Astronaut's Wife,6.9
25,The Housemaid,6.6
25,The Purge: Election Year,5.7
25,Mickey Blue Eyes,8.1
25,Kika,5.7
25,Casino,7.5
25,Chemical Hearts,7.6
25,Stakeout,8.6
25,The Bank Job,5.3
25,Kajillionaire,6.6
25,The Trial of the Chicago 7,7.3
25,God's Crooked Lines,5.6
25,The Thief of Bagdad,5.1
25,My Father and My Son,6.7
25,Jessabelle,3.9
25,Bad Moms,7.7
26,The Cove,4.2
26,Stranger by the Lake,3.9
26,Postcards from the Edge,7.1
26,Free Birds,7.9
26,Lincoln,9.7
26,Werewolves Within,5.8
26,Django,9.2
26,Before Night Falls,4.1
26,Hoodwinked Too! Hood vs. Evil,7.0
26,Aankhen,5.9
26,Barely Lethal,5.9
26,Kirk Cameron's Saving Christmas,7.0
26,The Sitter,8.0
26,History of the World: Part I,8.8
26,Psycho Raman,4.8
26,Dante's Peak,7.6
26,Wet Hot American Summer,4.3
26,The Babadook,6.2
26,Grandma,7.0
26,Captain America: The First Avenger,8.8
26,The Rugrats Movie,6.1
26,Saw VI,6.2
26,Student of the Year,6.3
26,The Thirteenth Floor,6.2
26,Shoot the Piano Player,6.1
26,The Magic of Belle Isle,7.0
26,Funny Games,5.8
26,Rugrats in Paris,4.8
26,Love Is Strange,4.8
26,Death Wish 3,5.8
26,The Amityville Horror,6.9
26,Torn Curtain,5.6
26,Ivan Vasilyevich Changes His Profession,8.1
26,Four Christmases,5.1
26,The Big Bull,4.7
26,The Lords of Salem,6.9
26,The Open House,7.5
26,Blood & Gold,6.0
26,May,5.9
27,Telling Tales,5.7
27,Joy Ride,7.5
27,The Bob's Burgers Movie,7.2
27,Hellbound: Hellraiser II,5.7
27,Training Day,4.2
27,Old Dads,6.4
27,EuroTrip,7.6
27,Clash of the Titans,7.7
27,The Sorcerer's Apprentice,2.9
27,The Big Country,8.3
27,Cats,6.1
27,Rocketry: The Nambi Effect,8.8
27,Elling,5.2
27,Songs from the Second Floor,8.0
27,Downton Abbey,6.5
27,Merry Christmas Mr. Lawrence,8.2
27,Alice,7.9
27,Paddington,6.4
27,Shin Godzilla,7.6
27,The Fearless Vampire Killers,8.1
27,Pete's Dragon,6.2
27,Captain Ron,6.4
28,Peter Rabbit,5.6
28,Prom Night,8.1
28,Ray,7.3
28,American Honey,4.1
28,The Hunted,3.8
28,Adipurush,3.3
28,Mrs. Miniver,6.3
28,Rushmore,3.8
28,Suburbicon,4.8
28,The Man Who Cried,5.1
28,The Magician,6.1
28,A Series of Unfortunate Events,6.4
28,Jersey Girl,6.1
28,Arcadian,5.1
28,The Pink Panther,8.6
28,"Lock, Stock and Two Smoking Barrels",7.6
28,How to Train Your Dragon 2,5.7
28,Kabali,3.7
28,White Chicks,7.9
28,Grumpy Old Men,3.7
28,Heaven Is for Real,5.3
28,Angrezi Medium,3.3
28,Kneecap,8.4
28,The Impossible,5.0
28,"Tomorrow, When the War Began",4.8
28,The Bay,8.7
28,The Girl Next Door,4.1
28,Merry Christmas Mr. Lawrence,6.7
28,Wine Country,6.0
28,"Suddenly, Last Summer",6.7
28,The Secret of Kells,8.2
28,M3GAN,9.3
28,The Secret Life of Walter Mitty,5.9
28,Medieval,5.1
28,The Spy Next Door,6.1
28,Any Which Way You Can,7.3
28,In the Mood for Love,5.5
28,District 13: Ultimatum,8.8
28,The Forgotten Battle,8.0
28,Captain America: Brave New World,5.7
28,Before I Wake,6.0
28,Cecil B. Demented,8.7
28,Joe's Apartment,5.0
28,The Rock,7.7
28,Where Eagles Dare,7.5
29,The Disaster Artist,5.7
29,Murder by Death,5.7
29,Infini,9.4
29,God's Crooked Lines,7.3
29,Presumed Innocent,7.4
29,Akhanda,6.1
29,Sweet and Lowdown,4.3
29,Touching the Void,5.4
29,Coal Miner's Daughter,4.2
29,The Trouble with Harry,4.1
29,The Good German,8.9
29,Gangster No. 1,6.9
29,To All the Boys: Always and Forever,5.0
29,Tekkonkinkreet,8.2
29,The Mustang,7.9
29,Black Box,9.2
29,Center Stage,6.8
29,Hichki,6.5
29,Beautiful Thing,3.4
29,The Big Boss,7.9
29,The Machine,8.3
29,Weekend,7.0
29,San Andreas,5.3
29,Christine,6.3
29,Sarkar,6.4
29,Hatching,7.3
29,I Think I Love My Wife,4.9
29,Wind River,7.4
29,The Station Agent,3.8
29,Turistas,7.2
29,The Lover,4.4
29,The Beyond,4.8
29,Daisies,4.6
29,Thunder Force,3.9
29,Good Will Hunting,7.9
29,Adulthood,8.0
29,Redeeming Love,6.6
29,Silverado,6.8
29,The Hunger Games: Catching Fire,8.7
29,The BFG,8.3
29,Parker,8.2
29,First Blood,5.7
29,Life of Crime,5.4
29,"Rome, Open City",6.3
